"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Cell shape"
132534,"OAct-353, OAct353","DSM 28305, CGMCC 4.7180, NRRL B-59115, JCM 32487",1,"Agromyces binzhouensis",rod-shaped
7275,"CD 5","DSM 16389, NBRC 109085, NCIMB 14012, HKI 0327, JCM 14319, CIP 108741, IAM 15274",1,"Agromyces humatus",rod-shaped
141074,,"KCTC 39117, CCTCC AB 2014301, CFH S0483, JCM 31741, BCRC 16983",1,"Agromyces insulae",rod-shaped
7276,CD1,"DSM 16388, NCIMB 14011, HKI 0325, JCM 14320, IAM 15273",1,"Agromyces italicus",rod-shaped
7274,CD55,"DSM 16390, NCIMB 14013, HKI 0324, JCM 14321, IAM 15275",1,"Agromyces lapidis",rod-shaped
7272,23-23,"DSM 16197, CIP 108987, NBRC 109084, HKI 0321, JCM 14322, IAM 15296, NCIMB 13990",1,"Agromyces neolithicus",rod-shaped
7273,"108989, 20-5","DSM 16198, HKI 0320, JCM 14323, CIP 108989, IAM 15297, NCIMB 13989",1,"Agromyces salentinus",rod-shaped
7277,Z33,"DSM 16689, NCIMB 14025, HKI 0340, JCM 14324, IAM 15298",1,"Agromyces subbeticus",coccus-shaped
159616,SJ-23,"DSM 105049, CGMCC 4.7419",1,"Agromyces tardus",rod-shaped
7280,DS-10,"DSM 22016, JCM 14581, KCTC 19216",1,"Agromyces terreus",rod-shaped
24182,CM9-9,"DSM 27936, BCC 34764, JCM 15672, MTCC 11075, NBRC 109073",1,"Agromyces tropicus",rod-shaped
7270,XIL01,"DSM 15747, CIP 108592, LMG 21954, NBRC 109083, JCM 13315, IAM 15233",1,"Agromyces ulmi",rod-shaped
159867,D13,"KACC 19270, JCM 31634",1,"Ahniella affigens",rod-shaped
132966,LZD062,"DSM 28886, JCM 30117, MCCC 1K00254",1,"Ahrensia marina",rod-shaped
6086,,"DSM 19219, CCTCC AB 207002, KCTC 12885, YIM 90637",1,"Aidingimonas halophila",rod-shaped
132956,Pyt,"DSM 100705, CIP 110913",1,"Akkermansia glycaniphila",oval-shaped
14116,BZ42,"DSM 22554, CGMCC 1.10187, CIP 110134",1,"Albibacterium bauzanense",rod-shaped
13844,DS2,"DSM 17890, KCTC 12586",1,"Albimonas donghaensis",rod-shaped
133988,P-50-3,"KACC 16527, CGMCC 1.11030",1,"Albimonas pacifica",rod-shaped
158774,S1-47,"KACC 18804, JCM 31536",1,"Albirhodobacter confluentis",rod-shaped
134159,,"CCUG 50924, CIP 108999, LMG 22996",1,"Alcaligenes aquatilis",rod-shaped
133384,"AER 10, AER10","DSM 100498, KCTC 42688",1,"Alcaligenes endophyticus",rod-shaped
395,MACL04,"DSM 23776, CECT 5683, LMG 22508",1,"Alcanivorax balearicus",rod-shaped
394,B-5,"DSM 16502, CGMCC 1.3690",1,"Alcanivorax dieselolei",rod-shaped
133431,A-11-3,"CGMCC 1.7084, LMG 24624, MCCC 1A01496",1,"Alcanivorax hongdengensis",rod-shaped
159770,SW127,"CGMCC 1.16233, KCTC 62652",1,"Alcanivorax indicus",rod-shaped
133994,R8-12,"MCCC 1A00382, LMG 24621, CCTCC AB 208234",1,"Alcanivorax marinus",rod-shaped
158801,MT13131,"MCCC 1A11581, KCTC 52985",1,"Alcanivorax mobilis",rod-shaped
140512,19-m-6,"MCCC 1A05629, KCTC 52137",1,"Alcanivorax nanhaiticus",rod-shaped
11043,,"DSM 45001, KCTC 19149, YIM 45607, JCM 15626",1,"Aldersonia kunmingensis",coccus-shaped
134021,KYW563,"KCTC 23857, JCM 18275",1,"Algibacter agarilyticus",rod-shaped
134020,KYW560,"KCTC 23855, JCM 18285",1,"Algibacter agarivorans",rod-shaped
140562,SK-16,"NBRC 110220, KCTC 32974",1,"Algibacter aquaticus",rod-shaped
133907,KYW589,"KCTC 23928, JCM 18287",1,"Algibacter aquimarinus",rod-shaped
5480,"M-3Alg 15-1","DSM 15365, KCTC 12103, KMM 3902, JCM 21761, IAM 15311, LMG 23347, LMG 22573, NBRC 100591",1,"Algibacter lectus",rod-shaped
134276,,"KCTC 127105, LMG 23988, KMM 6171T",1,"Algibacter mikhailovii",rod-shaped
133987,WS-MY9,"KCTC 32259, CCUG 63684",1,"Algibacter undariae",rod-shaped
134060,WS-MY22,"KCTC 32381, CECT 8301",1,"Algibacter lectus",rod-shaped
166449,,"KCTC 62395, MCCC 1K03486, HHTR 118",1,"Algihabitans albus",rod-shaped
134052,14A-2-7,"LMG 26421, NBRC 108219",1,"Algimonas ampicilliniresistens",rod-shaped
133831,0C-2-2,"LMG 26424, NBRC 108216",1,"Algimonas porphyrae",rod-shaped
18152,DG1253,"DSM 24793, ATCC BAA 2243",1,"Algiphilus aromaticivorans",rod-shaped
132924,06SJR6-2,"DSM 103725, KCTC 32482, NBRC 109894",1,"Algisphaera agarilytica",coccus-shaped
133393,S2-A1,"KACC 18987, JCM 31546",1,"Algoriphagus aestuariicola",rod-shaped
17695,R-10710,"DSM 15986, LMG 21980",1,"Algoriphagus antarcticus",rod-shaped
17711,T4,"DSM 19759, LMG 24398, NCIMB 14399",1,"Algoriphagus aquaeductus",rod-shaped
140706,KEM-10,"KCTC 52839, NBRC 112780",1,"Algoriphagus aquaemixtae",ovoid-shaped
,,,,,rod-shaped
133458,A8-7,"CGMCC 1.7030, NBRC 104237",1,"Algoriphagus aquatilis",rod-shaped
17704,,"DSM 23399, CCUG 47101, KMM 3958, LMG 21971, CIP 108555",1,"Algoriphagus aquimarinus",rod-shaped
17702,T22,"DSM 17298, ATCC BAA 1189, NBRC 101277, JCM 18970",1,"Algoriphagus boritolerans",rod-shaped
17705,,"CIP 108556, DSM 19830, CCUG 47095, KMM 3957, LMG 21970",1,"Algoriphagus chordae",rod-shaped
133817,,"KCTC 23759, CCUG 61890, CAU 1002",1,"Algoriphagus chungangensis",rod-shaped
140941,HJM-2,"KCTC 42704, NBRC 111222",1,"Algoriphagus confluentis",rod-shaped
17698,JC2051,"DSM 15292, IMSNU 14013, KCTC 12051",1,"Algoriphagus halophilus",rod-shaped
17712,7-UAH,"DSM 19315, CCM 7449, CECT 7267",1,"Algoriphagus hitonicola",rod-shaped
133329,S61,"DSM 102044, CCTCC AB 2015446",1,"Algoriphagus iocasae",rod-shaped
133687,,"KCTC 22647, JCM 16112, CNU 040",1,"Algoriphagus jejuensis",rod-shaped
133258,OITF-19,"KCTC 52456, NBRC 112418",1,"Algoriphagus litorisediminis",rod-shaped
17707,MSS-170,"DSM 23445, KCTC 12310, JCM 12597, CIP 108874",1,"Algoriphagus locisalis",rod-shaped
133541,S1-3,"KCTC 22630, CCUG 57608",1,"Algoriphagus lutimaris",rod-shaped
23439,PR1,"DSM 24695, ATCC BAA 2233",1,"Algoriphagus machipongonensis",rod-shaped
17700,JC2050,"DSM 15301, IMSNU 14012, KCTC 12050",1,"Algoriphagus mannitolivorans",rod-shaped
17696,SW2,"DSM 16067, KCTC 12180, JCM 12319",1,"Algoriphagus marincola",rod-shaped
140525,am2,"KCTC 52549, MCCC 1H00178",1,"Algoriphagus marinus",coccus-shaped
141011,KEM-106,"KCTC 52979, NBRC 112904",1,"Algoriphagus marisflavi",ovoid-shaped
,,,,,rod-shaped
133701,DPG-3,"KCTC 23419, CCUG 60523",1,"Algoriphagus namhaensis",rod-shaped
133513,"CC-Hsuan-617, Hsuan-617","BCRC 17886, CCUG 57471, DSM 22140",1,"Algoriphagus olei",rod-shaped
17699,JC2052,"DSM 15282, IMSNU 14014, KCTC 12052",1,"Algoriphagus ornithinivorans",rod-shaped
133121,NH1,"MCCC 1H00140, KCTC 52228",1,"Algoriphagus resistens",rod-shaped
140228,W29,"DSM 100160, KCTC 42940, MCC 2876",1,"Algoriphagus roseus",rod-shaped
164064,M8-2,"JCM 31446, LMG 29969",1,"Algoriphagus sanaruensis",rod-shaped
17708,DS-44,"DSM 22685, CIP 108837, KCTC 12545",1,"Algoriphagus terrigena",rod-shaped
17710,,"DSM 17529, KCTC 12716, KMM 6241",1,"Algoriphagus vanfongensis",rod-shaped
17701,"M-2Alg 14","DSM 15360, CCUG 47094, KMM 3956, LMG 21969, CIP 108557, JCM 13505",1,"Algoriphagus winogradskyi",rod-shaped
17706,MSS-160,"DSM 23446, CIP 108748, JCM 12598, KCTC 12309",1,"Algoriphagus yeomjeoni",rod-shaped
24720,12C11,"DSM 25035, CGMCC 1.11027, MCCC 1F01099",1,"Algoriphagus zhangzhouensis",rod-shaped
498,AAM1,"DSM 23064, BCRC 17888, JCM 15522, JCM 31907",1,"Aliagarivorans marinus",rod-shaped
499,AAT1,"DSM 22990, BCRC 17889, JCM 15537",1,"Aliagarivorans taiwanensis",rod-shaped
414,TA-67,"DSM 14558, IAM 14935, NRIC 0496, JCM 21417, CIP 107723, NBRC 100859",1,"Alicyclobacillus acidiphilus",rod-shaped
133505,ZJ-6,"CGMCC 1.7072, NBRC 104953",1,"Alicyclobacillus aeris",rod-shaped
429,3-A191,"DSM 17975, IAM 15224, JCM 21678, NBRC 103102",1,"Alicyclobacillus contaminans",rod-shaped
430,S-TAB,"DSM 17978, IAM 15229, JCM 21683, NBRC 103109",1,"Alicyclobacillus fastidiosus",rod-shaped
435,TC-34,"DSM 22381, CGMCC 1.6357, JCM 15090",1,"Alicyclobacillus ferrooxydans",ovoid-shaped
431,5-A83J,"DSM 17979, IAM 15227, JCM 21681, NBRC 103104",1,"Alicyclobacillus kakegawensis",rod-shaped
432,5A-239-2O-A,"DSM 17980, IAM 15370, JCM 21814",1,"Alicyclobacillus macrosporangiidus",rod-shaped
428,RB-718,"DSM 17974, IAM 15230, JCM 21684, NBRC 103105",1,"Alicyclobacillus sacchari",rod-shaped
433,4A-336,"DSM 17981, IAM 15226, JCM 21680, NBRC 103103",1,"Alicyclobacillus shizuokensis",rod-shaped
130150,ACK006,"DSM 25924, KCTC 33022",1,"Alicyclobacillus tengchongensis",rod-shaped
425,CsHg2,"DSM 16176",1,"Alicyclobacillus vulcanalis",rod-shaped
166399,CA12,"DSM 100707, LMG 29076",1,"Alienimonas californiensis",ovoid-shaped
,,,,,sphere-shaped
166424,F3105,"MCCC 1H00223, KCTC 52891",1,"Aliidiomarina celeris",rod-shaped
140844,GBPy7,"IBRC-M 10763, CECT 8339",1,"Aliidiomarina iranensis",rod-shaped
6238,CF12-14,"DSM 22154, CCTCC AB 208166, KACC 13974",1,"Aliidiomarina maris",rod-shaped
140532,GBSy1,"CECT 8340, IBRC-M 10764",1,"Aliidiomarina sedimenti",curved-shaped
,,,,,rod-shaped
133375,Y4G10-17,"CGMCC 1.15759, KCTC 52381",1,"Aliidiomarina soli",rod-shaped
133686,AIT1,"JCM 16052, BCRC 80035, NCCB 100321",1,"Aliidiomarina taiwanensis",rod-shaped
133344,7M-Z19,"NBRC 112240, KCTC 52134, CGMCC 1.15725, DSM 107831",1,"Aliidongia dinghuensis",rod-shaped
140832,2W32,"KCTC 42497, CICC 23869",1,"Aliifodinibius halophilus",rod-shaped
24787,,"DSM 21986, ACCC 10715, KCTC 23442, YIM D15",1,"Aliifodinibius roseus",rod-shaped
140954,KHM44,"KACC 19060, NBRC 112531",1,"Aliifodinibius salicampi",rod-shaped
166301,WN023,"KCTC 52855, ACCC 19978",1,"Aliifodinibius salipaludis",ovoid-shaped
24788,,"DSM 21194, ACCC 10714, YIM J21",1,"Aliifodinibius sediminis",rod-shaped
133419,E3,"CGMCC 1.7001, JCM 15139",1,"Aliiglaciecola lipolytica",rod-shaped
133538,,"NRIC 0754, JCM 15896, KMM 3894",1,"Aliiglaciecola litoralis",rod-shaped
13769,"CV919-312, CVSP","DSM 16950, ATCC BAA 1102",1,"Aliiroseovarius crassostreae",rod-shaped
24498,MA1-10,"DSM 27840, CCUG 60745, KCTC 23462",1,"Aliiroseovarius halocynthiae",ovoid-shaped
130625,M-M10,"DSM 29439, CCUG 62413, KCTC 23959",1,"Aliiroseovarius sediminilitoris",ovoid-shaped
166218,MYP11,"KCTC 62899 NBRC 113544",1,"Aliishimia ponticola",coccus-shaped
,,,,,ovoid-shaped
,,,,,rod-shaped
17254,,"DSM 23419, CECT 7228, LMG 23869, CMJ 11.1",1,"Aliivibrio finisterrensis",rod-shaped
441,B11,"DSM 19476, KCTC 22051",1,"Alishewanella aestuarii",rod-shaped
443,BL06,"DSM 24290, JCM 15597, KCTC 22400, CGMCC 1.10668",0,"Alishewanella agri",rod-shaped
440,,"DSM 16032, ATCC BAA 284, CCUG 30811, CIP 106648",1,"Alishewanella fetalis",rod-shaped
442,MS1,"DSM 24035, JCM 15561, KCTC 22429, CGMCC 1.10666",1,"Alishewanella jeotgali",rod-shaped
22907,RCRI4,"DSM 27060, JCM 17275, KCTC 23723, LMG 26473",1,"Alishewanella tabrizica",rod-shaped
14030,,"DSM 17242, CCUG 46020, CIP 107999, KCTC 15236, AHN 2437, JCM 16770, VTT E-093113T",1,"Alistipes finegoldii",rod-shaped
14033,,"DSM 22520, JCM 16068, YIT 12060",1,"Alistipes indistinctus",ovoid-shaped
14031,,"KCTC 15237, DSM 19147, ATCC BAA 1178, CCUG 48946, WAL 8169, JCM 16771",1,"Alistipes onderdonkii subsp. onderdonkii",rod-shaped
14032,,"DSM 19121, ATCC BAA 1179, CCUG 48947, KCTC 15238, WAL 8301, JCM 16773",1,"Alistipes shahii",rod-shaped
545,4AG,"DSM 15448, ATCC BAA 956, CIP 109217, JCM 13893",1,"Alkalibacillus filiformis",rod-shaped
549,ISL-17,"DSM 23520, CCUG 56753, KCTC 13258, ISL -17",1,"Alkalibacillus flavidus",rod-shaped
548,,"DSM 17369, KCTC 3990, YIM 012",1,"Alkalibacillus halophilus",rod-shaped
546,"BH163, 9.101","DSM 16460, JCM 13894, KCTC 3916, CIP 108970",1,"Alkalibacillus salilacus",rod-shaped
547,BM2,"DSM 18495, JCM 14193",1,"Alkalibacillus silvisoli",rod-shaped
22946,3AD-1,"DSM 25751, JCM 18271",1,"Alkalibacterium gilvum",rod-shaped
134116,M3,"JCM 12662, NCIMB 14024, BCRC 17791, CIP 108873",1,"Alkalibacterium iburiense",rod-shaped
134250,A11,"JCM 14232, NCIMB 14253",1,"Alkalibacterium indicireducens",rod-shaped
2243,T22-1-2,"DSM 19180, NBRC 103247, NRIC 0724",1,"Alkalibacterium kapii",rod-shaped
2246,T143-1-1,"DSM 19183, NBRC 103242, NRIC 0719",1,"Alkalibacterium pelagium",rod-shaped
2245,T129-2-1,"DSM 19182, NBRC 103243, NRIC 0720",1,"Alkalibacterium putridalgicola",rod-shaped
2244,T117-1-2,"DSM 19181, NBRC 103241, NRIC 0718",1,"Alkalibacterium thalassium",rod-shaped
5453,CP11,"CCUG 57164, DSM 22112, ATCC BAA 1772, KCTC 15124",1,"Alkalibaculum bacchi",rod-shaped
1278,,"DSM 19154, LMG 21005, NCIMB 14102",1,"Alkalicoccobacillus murimartini",rod-shaped
1277,CG-15,"DSM 18086, CCM 7371, CECT 7153, CGMCC 1.6292",1,"Alkalicoccus chagannorensis",rod-shaped
22921,,"DSM 26767, CGMCC 1.10369, DLS 13, JCM 17097, NBRC 107572",1,"Alkalicoccus daliensis",rod-shaped
140264,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1,"Alkalicoccus halolimnae",coccus-shaped
1235,6AG,"DSM 15402, ATCC BAA 957",1,"Alkalicoccus saliphilus",coccus-shaped
132547,BZ-SZ-XJ18,"DSM 29145, JCM 30195",1,"Alkalicoccus urumqiensis",rod-shaped
17805,Z-7010,"DSM 15055, VKM B-2311",1,"Alkaliflexus imshenetskii",rod-shaped
572,1,"DSM 485, ATCC 27647, JCM 5262, NCIB 10436, NCIB 8772, NCTC 4553, CCUG 28516, NRRL B-14309, BCRC 15419, CECT 1, CGMCC 1.3604, CIP 103410, IAM 12461, IFO 15653, KCTC 1824, KCTC 3884, LMG 17938, LMG 7120, NBRC 15653, NCIMB 10436, NCIMB 8772, NRRL NRS-1548, VTT E-87298",1,"Alkalihalobacillus alcalophilus",rod-shaped
1241,C-11,"DSM 16731, JCM 9152, CIP 109021, FERM 3071",1,"Halalkalibacter hemicellulosilyticus",rod-shaped
1229,JMM-4,"DSM 16346, CIP 108766, JCM 12340",1,"Alkalihalobacillus macyae",rod-shaped
1294,SU1,"DSM 25300, KCTC 13244, NBRC 102646",1,"Alkalihalobacillus trypoxylicola",rod-shaped
1300,GMBAE72,"DSM 21297, JCM 15719, GMBE 72",1,"Alkalihalophilus marmarensis",rod-shaped
166505,34079,"KCTC 62428, MCCC 1K03493",1,"Alkalilacustris brevis",rod-shaped
4267,MLHE-1,"DSM 17681, ATCC BAA 1101",1,"Alkalilimnicola ehrlichii",rod-shaped
134258,AC40,"JCM 14267, NCIMB 14266, CIP 109634",1,"Alkalimonas collagenimarina",rod-shaped
140294,X-07-02,"DSM 26418, VKM B-2746",1,"Alkaliphilus namsaraevii",rod-shaped
141088,JC227,"KCTC 15343, NBRC 110105",1,"Alkalispirochaeta cellulosivorans",spiral-shaped
133913,JC133,"KCTC 15220, NBRC 109056",1,"Alkalispirochaeta sphaeroplastigenens",spiral-shaped
17816,SC/BZ-SP2,"DSM 24412, ATCC BAA 2172",1,"Alkalitalea saponilacus",rod-shaped
130802,MN154.3,"DSM 14804, LMG 22842",1,"Alkanibacter difficilis",rod-shaped
133636,B3A,"BCRC 17939, LMG 24826",1,"Allobacillus halotolerans",rod-shaped
141012,,"NBRC 110719, DSM 29531, CPCC 204077",1,"Allobranchiibius huperziae",coccus-shaped
131413,"AX1YC10, AX1YPE","DSM 21881, KCTC 15448",1,"Allochromatium humboldtianum",rod-shaped
2437,JA144,"DSM 19781, JCM 14796",1,"Allochromatium phaeobacterium",rod-shaped
2438,JA136,"DSM 18713, JCM 14262",1,"Allochromatium renukae",rod-shaped
132684,08HL01032,"DSM 102975, ATCC BAA 2361, CCUG 60119, NCTC 13503",1,"Allofrancisella guangzhouensis",ovoid-shaped
132682,,"DSM 101834, KCTC 42968, SYSU YG23",1,"Allofrancisella inopinata",coccus-shaped
134310,,"KCCM 42675, NBRC 102683, IMCC 3113",1,"Allohahella antarctica",rod-shaped
132993,H94,"DSM 24882, CGMCC 1.10800, JCM 17555",1,"Allohahella marinimesophila",rod-shaped
140855,MWE-A11,"JCM 19371, KCTC 29232",1,"Allohumibacter endophyticus",rod-shaped
2249,,"DSM 7252, ATCC 51267, NCFB 2890, CCUG 32997",1,"Alloiococcus otitis",ovoid-shaped
11192,I10A-01259,"DSM 45601, CPCC 203428, KCTC 19844, JCM 31480, JCM 31481",1,"Allonocardiopsis opalescens",rod-shaped
23199,"81/4 12","DSM 22548, CCUG 58091, KCTC 15416",1,"Alloprevotella rava",ovoid-shaped
166247,,"KCTC 23617, CECT 7957, HME 7025",1,"Aquirufa nivalisilvae",rod-shaped
13641,DN316,"DSM 26385, CICC 10378, HAMBI 3454, LMG 23925",1,"Allorhizobium borbori",rod-shaped
134338,505,"LMG 24253, CGMCC 1.7048",1,"Allorhizobium oryzae",rod-shaped
23792,M8,"DSM 24762, CCM 7944",1,"Alloscardovia macacae",ovoid-shaped
1767,,"DSM 21503, CCUG 31649, LMG 23792, CIP 109610",1,"Alloscardovia omnicolens",rod-shaped
160006,"GLDI 4/2, GLDI4/2","DSM 106019, JCM 32430",1,"Alloscardovia theropitheci",pleomorphic-shaped
140346,MOZIV/2,"DSM 100237, CCM 8604, LMG 28781",1,"Alloscardovia venturai",rod-shaped
24495,22DY03,"DSM 29329, CGMCC 1.12410, JCM 18866",1,"Allosediminivita pacifica",rod-shaped
14296,YC7378,"DSM 21593, KCTC 22446",1,"Allosphingosinicella vermicomposti",rod-shaped
7516,Cr8-25,"DSM 23737, LMG 26215, JCM 18951",1,"Alpinimonas psychrophila",rod-shaped
159775,SH9,"JCM 32501, CCTCC AB 2017284",1,"Alsobacter soli",rod-shaped
133228,100921-2,"CFCC 14287, KCTC 42844",1,"Tsuneonella aeria",ovoid-shaped
,,,,,rod-shaped
166543,Ery1,"KCTC 62387, CGMCC 1.16499, MCCC 1A10037",1,"Pelagerythrobacter aerophilus",rod-shaped
133618,KYW147,"KCTC 22735, JCM 16339, UCCCB31",1,"Alteraurantiacibacter aestuarii",rod-shaped
166461,NS1,"CGMCC 1.13679, NBRC 113553",1,"Tsuneonella amylolytica",ovoid-shaped
,,,,,rod-shaped
140729,JSSK-8,"KCTC 52763, NBRC 112764",1,"Pontixanthobacter aquaemixtae",rod-shaped
166167,SSKS-13,"KACC 19863, KCTC 62900, NBRC 113545",1,"Alteraurantiacibacter aquimixticola",coccus-shaped
133169,KEM-4,"KCTC 52259, NBRC 112305",1,"Pontixanthobacter confluentis",
,,,,,ovoid-shaped
140745,THG-S3,"KACC 19190, CGMCC 1.15959",1,"Tsuneonella deserti",rod-shaped
140988,BR-75,"CECT 9129, LMG 29518, BR 75, UCCCB41",1,"Altericroceibacterium endophyticum",rod-shaped
134236,JCS350T,"KCCM 42314, JCM 13815, CGMCC 1.7731",1,"Altererythrobacter epoxidivorans",rod-shaped
159780,MS1-4,"MCCC 1K02683, NBRC 112977",1,"Tsuneonella flava",rod-shaped
158660,S-54,"KEMB 9005-542, KACC 19119, NBRC 112676",1,"Altererythrobacter fulvus",rod-shaped
133814,KJ7,"KACC 16190, JCM 17802",1,"Pontixanthobacter gangjinensis",rod-shaped
140987,CPA5,"CECT 9130, LMG 29519, UCCCB42",1,"Alteriqipengyuania halimionae",rod-shaped
5397,MSSRF26,"DSM 18604, LMG 23789",1,"Altericroceibacterium indicum",rod-shaped
166460,BPTF-M16,"KCTC 62421, KACC 19609, NBRC 113190",1,"Altererythrobacter insulae",coccus-shaped
,,,,,ovoid-shaped
,,,,,rod-shaped
134119,SW-109,"KCTC 12311, JCM 12599, CIP 108783, CGMCC 1.7690",1,"Pontixanthobacter luteolus",rod-shaped
166532,GH1-16,"KCTC 52845, NBRC 113275",1,"Parerythrobacter lutipelagi",rod-shaped
158561,C9-11,"MCCC 1K03311, JCM 32056",1,"Tsuneonella mangrovi",rod-shaped
5398,MSW-14,"DSM 21428, KCTC 22370, UCCCB27",1,"Pelagerythrobacter marensis",rod-shaped
133493,H32,"CCTCC AB 208229, LMG 24629, MCCC 1A01070",1,"Pelagerythrobacter marinus",rod-shaped
166512,,"KCTC 32463, KACC 17617, CECT 8417, HME 9302",1,"Alteripontixanthobacter maritimus",rod-shaped
133617,KYW48,"KCTC 22736, JCM 16345",1,"Paraurantiacibacter namhicola",rod-shaped
140815,WW3,"KCTC 42620, JCM 30975",1,"Tsuneonella rigui",rod-shaped
133411,XY-R17,"KCTC 52267, MCCC 1K01500",1,"Croceibacterium salegens",rod-shaped
133297,,"CAU 1172, KCTC 42453, NBRC 110917",1,"Pontixanthobacter sediminis",coccus-shaped
133352,MN-1,"KCTC 52135, MCCC 1K02066",1,"Croceibacterium soli",rod-shaped
133807,,"KCTC 12303, JCM 17037, KMM 6042",1,"Tsuneonella troitsensis",rod-shaped
133643,S3-63,"CCTCC AB 207166, CIP 110125",1,"Altericroceibacterium xinjiangense",rod-shaped
140743,S36,"CGMCC 1.12804, NBRC 110413",1,"Croceibacterium xixiisoli",coccus-shaped
133205,JC229,"LMG 28999, KCTC 33726",1,"Alteribacillus alkaliphilus",rod-shaped
1573,P4B,"DSM 25260, CCM 7963, CECT 7998, IBRC-M 10614, KCTC 13821",1,"Alteribacillus bidgolensis",rod-shaped
1317,X5B,"DSM 23995, IBRC 10446",1,"Alteribacillus iranensis",rod-shaped
1572,HS136,"DSM 21632, CCM 7595, JCM 15720, LMG 25222",1,"Alteribacillus persepolensis",rod-shaped
1254,K1-5,"DSM 18675, CCM 7447, NCAIM B002265",1,"Alteribacter aurantiacus",rod-shaped
158381,FJAT-45347,"DSM 104632, CCTCC AB 2016257",1,"Alteribacter populi",rod-shaped
449,R10SW13,"DSM 15446, KCTC 12195, KMM 3600, LMG 22532",1,"Alteromonas stellipolaris",rod-shaped
140995,JDTF-113,"KCTC 52655, NBRC 112708",1,"Alteromonas aestuariivivens",ovoid-shaped
,,,,,rod-shaped
159352,1,"DSM 106819, ATCC 43554, RCC 5933, CIP 111645",1,"Alteromonas fortis",ovoid-shaped
,,,,,rod-shaped
450,,"DSM 23844, CCUG 55340, LMG 24078",1,"Alteromonas genovensis",rod-shaped
134153,F-32,"CECT 7067, LMG 22958",1,"Alteromonas hispanica",rod-shaped
159815,IO390401,"JCM 32638, CGMCC 1.13554, CCTCC AB 2018072, CGMCC AB 2018072",1,"Alteromonas alterisediminis",rod-shaped
133345,JW12,"CGMCC 1.15735, KCTC 52408, MCCC 1K03175",1,"Alteromonas lipolytica",rod-shaped
134088,TF-22,"KCCM 41775, JCM 12188, CIP 108505, LMG 23846",1,"Alteromonas litorea",rod-shaped
158616,S35,"KCTC 52449, CGMCC 1.16029",1,"Alteromonas oceani",rod-shaped
140746,5.12,"LMG 29661, MCC 3250",1,"Alteromonas pelagimontana",coccus-shaped
166518,U0105,"KCTC 62080, MCCC 1H00299",1,"Alteromonas sediminis",rod-shaped
134230,,"BCRC 17572, JCM 13896, AS 1",1,"Alteromonas simiduii",rod-shaped
447,"ANT69a, R-15466","DSM 15691, LMG 21861",1,"Alteromonas stellipolaris",rod-shaped
134229,AT1,"BCRC 17571, JCM 13895",1,"Alteromonas tagae",rod-shaped
23153,IGB-41,"DSM 23761, CIP 110167",1,"Amantichitinum ursilacus",rod-shaped
158376,FH042,"DSM 103574, JCM 31555",1,"Aminipila butyrica",rod-shaped
24744,4F6E,"DSM 25964, JCM 18417",1,"Aminivibrio pyruvatiphilus",rod-shaped
11861,IMB-1,"DSM 17455, ATCC 202197, CCUG 50580, CIP 108660, JCM 21751, DSM 15910, IAM 15301",1,"Aminobacter ciceronei",rod-shaped
11862,,"DSM 17454, CCUG 50579, CIP 108661, NCIMB 13798, CC 495",1,"Aminobacter carboxidus",rod-shaped
16790,SR,"DSM 19636, VKM B-2461",1,"Ammonifex thiophilus",rod-shaped
132587,CC-RT-E,"DSM 24738, BCRC 80314",1,"Ammoniphilus resinae",rod-shaped
158714,1T4Z-3,"KCTC 39983, CGMCC 1.16066",1,"Amnibacterium endophyticum",rod-shaped
166423,M8JJ-5,"KCTC 49089, CGMCC 1.16390",1,"Amnibacterium flavum",rod-shaped
7508,KSL51201-037,"DSM 24782, JCM 16463, KEMC 51201-037, KACC 15557, NBRC 109360",0,"Amnibacterium kyonggiense",rod-shaped
134038,PB243,"KCTC 33147, JCM 19015, DSM 107362",1,"Amnibacterium soli",rod-shaped
17873,"R5 Sph 026, RS.Sph.026","DSM 19760, LMG 24307",1,"Amorphus coralli",rod-shaped
17874,,"DSM 21202, CCTCC AA 208035, YIM D10",1,"Amorphus orientalis",rod-shaped
24748,YC6899,"DSM 23349, KACC 14912, NBRC 107845",1,"Amorphus suaedae",rod-shaped
1408,JW/BP-GSL-QD,"DSM 23721, ATCC BAA 2118, NBRC 11149",1,"Amphibacillus cookii",rod-shaped
133954,N314,"JCM 18529, NCIMB 14823",1,"Amphibacillus iburiensis",rod-shaped
23741,C40,"DSM 27992, JCM 17250, NCIMB 14686",1,"Amphibacillus indicireducens",rod-shaped
1407,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1,"Amphibacillus jilinensis",rod-shaped
23742,J1,"DSM 27991, CGMCC 1.10434, JCM 17099",1,"Amphibacillus marinus",rod-shaped
1406,Shu-P-Ggiii25-2,"DSM 21624, IAM 15428, JCM 23213, KCTC 13120, MBIC 08269, NBRC 103570",1,"Amphibacillus sediminis",rod-shaped
1403,Ep01,"DSM 6626, ATCC 51415, IFO 15112, JCM 7361, NBRC 15112, LMG 17667",1,"Amphibacillus xylanus",rod-shaped
