"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Ability of spore formation"
7258,SSW1-48,"DSM 22002, JCM 14256, KCTC 19198",1,"Agrococcus jejuensis",0
7255,K22-21,"DSM 17612, MTCC 7154, JCM 14301, CGMCC 1.7259, CGMCC 1.8869, NCIMB 14388",1,"Agrococcus lahaulensis",0
,,,,,1
7257,"K 114/01","DSM 19812, LMG 24386, CCUG 58092, JCM 16026",1,"Agrococcus versicolor",0
132534,"OAct-353, OAct353","DSM 28305, CGMCC 4.7180, NRRL B-59115, JCM 32487",1,"Agromyces binzhouensis",0
159616,SJ-23,"DSM 105049, CGMCC 4.7419",1,"Agromyces tardus",0
7270,XIL01,"DSM 15747, CIP 108592, LMG 21954, NBRC 109083, JCM 13315, IAM 15233",1,"Agromyces ulmi",0
132966,LZD062,"DSM 28886, JCM 30117, MCCC 1K00254",1,"Ahrensia marina",0
6086,,"DSM 19219, CCTCC AB 207002, KCTC 12885, YIM 90637",1,"Aidingimonas halophila",0
13844,DS2,"DSM 17890, KCTC 12586",1,"Albimonas donghaensis",0
133988,P-50-3,"KACC 16527, CGMCC 1.11030",1,"Albimonas pacifica",0
394,B-5,"DSM 16502, CGMCC 1.3690",1,"Alcanivorax dieselolei",0
133431,A-11-3,"CGMCC 1.7084, LMG 24624, MCCC 1A01496",1,"Alcanivorax hongdengensis",0
159770,SW127,"CGMCC 1.16233, KCTC 62652",1,"Alcanivorax indicus",0
11043,,"DSM 45001, KCTC 19149, YIM 45607, JCM 15626",1,"Aldersonia kunmingensis",0
5480,"M-3Alg 15-1","DSM 15365, KCTC 12103, KMM 3902, JCM 21761, IAM 15311, LMG 23347, LMG 22573, NBRC 100591",1,"Algibacter lectus",0
18152,DG1253,"DSM 24793, ATCC BAA 2243",1,"Algiphilus aromaticivorans",0
17711,T4,"DSM 19759, LMG 24398, NCIMB 14399",1,"Algoriphagus aquaeductus",0
133458,A8-7,"CGMCC 1.7030, NBRC 104237",1,"Algoriphagus aquatilis",0
133817,,"KCTC 23759, CCUG 61890, CAU 1002",1,"Algoriphagus chungangensis",0
17698,JC2051,"DSM 15292, IMSNU 14013, KCTC 12051",1,"Algoriphagus halophilus",0
17712,7-UAH,"DSM 19315, CCM 7449, CECT 7267",1,"Algoriphagus hitonicola",0
133329,S61,"DSM 102044, CCTCC AB 2015446",1,"Algoriphagus iocasae",0
133541,S1-3,"KCTC 22630, CCUG 57608",1,"Algoriphagus lutimaris",0
23439,PR1,"DSM 24695, ATCC BAA 2233",1,"Algoriphagus machipongonensis",0
17700,JC2050,"DSM 15301, IMSNU 14012, KCTC 12050",1,"Algoriphagus mannitolivorans",0
133701,DPG-3,"KCTC 23419, CCUG 60523",1,"Algoriphagus namhaensis",0
17699,JC2052,"DSM 15282, IMSNU 14014, KCTC 12052",1,"Algoriphagus ornithinivorans",0
17708,DS-44,"DSM 22685, CIP 108837, KCTC 12545",1,"Algoriphagus terrigena",0
17701,"M-2Alg 14","DSM 15360, CCUG 47094, KMM 3956, LMG 21969, CIP 108557, JCM 13505",1,"Algoriphagus winogradskyi",0
24720,12C11,"DSM 25035, CGMCC 1.11027, MCCC 1F01099",1,"Algoriphagus zhangzhouensis",0
414,TA-67,"DSM 14558, IAM 14935, NRIC 0496, JCM 21417, CIP 107723, NBRC 100859",1,"Alicyclobacillus acidiphilus",1
133505,ZJ-6,"CGMCC 1.7072, NBRC 104953",1,"Alicyclobacillus aeris",1
429,3-A191,"DSM 17975, IAM 15224, JCM 21678, NBRC 103102",1,"Alicyclobacillus contaminans",1
430,S-TAB,"DSM 17978, IAM 15229, JCM 21683, NBRC 103109",1,"Alicyclobacillus fastidiosus",1
435,TC-34,"DSM 22381, CGMCC 1.6357, JCM 15090",1,"Alicyclobacillus ferrooxydans",1
431,5-A83J,"DSM 17979, IAM 15227, JCM 21681, NBRC 103104",1,"Alicyclobacillus kakegawensis",1
432,5A-239-2O-A,"DSM 17980, IAM 15370, JCM 21814",1,"Alicyclobacillus macrosporangiidus",1
158721,USBA-GBX-503,"CMPUJ UGB U503, CBMAI 1927",1,"Alicyclobacillus montanus",1
428,RB-718,"DSM 17974, IAM 15230, JCM 21684, NBRC 103105",1,"Alicyclobacillus sacchari",1
433,4A-336,"DSM 17981, IAM 15226, JCM 21680, NBRC 103103",1,"Alicyclobacillus shizuokensis",1
130150,ACK006,"DSM 25924, KCTC 33022",1,"Alicyclobacillus tengchongensis",1
425,CsHg2,"DSM 16176",1,"Alicyclobacillus vulcanalis",1
6238,CF12-14,"DSM 22154, CCTCC AB 208166, KACC 13974",1,"Aliidiomarina maris",0
133375,Y4G10-17,"CGMCC 1.15759, KCTC 52381",1,"Aliidiomarina soli",0
133686,AIT1,"JCM 16052, BCRC 80035, NCCB 100321",1,"Aliidiomarina taiwanensis",0
133344,7M-Z19,"NBRC 112240, KCTC 52134, CGMCC 1.15725, DSM 107831",1,"Aliidongia dinghuensis",0
24787,,"DSM 21986, ACCC 10715, KCTC 23442, YIM D15",1,"Aliifodinibius roseus",0
140954,KHM44,"KACC 19060, NBRC 112531",1,"Aliifodinibius salicampi",0
24788,,"DSM 21194, ACCC 10714, YIM J21",1,"Aliifodinibius sediminis",0
133419,E3,"CGMCC 1.7001, JCM 15139",1,"Aliiglaciecola lipolytica",0
166218,MYP11,"KCTC 62899 NBRC 113544",1,"Aliishimia ponticola",0
14030,,"DSM 17242, CCUG 46020, CIP 107999, KCTC 15236, AHN 2437, JCM 16770, VTT E-093113T",1,"Alistipes finegoldii",0
14033,,"DSM 22520, JCM 16068, YIT 12060",1,"Alistipes indistinctus",0
14031,,"KCTC 15237, DSM 19147, ATCC BAA 1178, CCUG 48946, WAL 8169, JCM 16771",1,"Alistipes onderdonkii subsp. onderdonkii",0
14032,,"DSM 19121, ATCC BAA 1179, CCUG 48947, KCTC 15238, WAL 8301, JCM 16773",1,"Alistipes shahii",0
545,4AG,"DSM 15448, ATCC BAA 956, CIP 109217, JCM 13893",1,"Alkalibacillus filiformis",1
549,ISL-17,"DSM 23520, CCUG 56753, KCTC 13258, ISL -17",1,"Alkalibacillus flavidus",1
548,,"DSM 17369, KCTC 3990, YIM 012",1,"Alkalibacillus halophilus",1
546,"BH163, 9.101","DSM 16460, JCM 13894, KCTC 3916, CIP 108970",1,"Alkalibacillus salilacus",1
547,BM2,"DSM 18495, JCM 14193",1,"Alkalibacillus silvisoli",1
22946,3AD-1,"DSM 25751, JCM 18271",1,"Alkalibacterium gilvum",0
134116,M3,"JCM 12662, NCIMB 14024, BCRC 17791, CIP 108873",1,"Alkalibacterium iburiense",0
134250,A11,"JCM 14232, NCIMB 14253",1,"Alkalibacterium indicireducens",0
2243,T22-1-2,"DSM 19180, NBRC 103247, NRIC 0724",1,"Alkalibacterium kapii",0
2246,T143-1-1,"DSM 19183, NBRC 103242, NRIC 0719",1,"Alkalibacterium pelagium",0
2245,T129-2-1,"DSM 19182, NBRC 103243, NRIC 0720",1,"Alkalibacterium putridalgicola",0
2244,T117-1-2,"DSM 19181, NBRC 103241, NRIC 0718",1,"Alkalibacterium thalassium",0
5453,CP11,"CCUG 57164, DSM 22112, ATCC BAA 1772, KCTC 15124",1,"Alkalibaculum bacchi",0
,,,,,1
1278,,"DSM 19154, LMG 21005, NCIMB 14102",1,"Alkalicoccobacillus murimartini",1
1277,CG-15,"DSM 18086, CCM 7371, CECT 7153, CGMCC 1.6292",1,"Alkalicoccus chagannorensis",1
22921,,"DSM 26767, CGMCC 1.10369, DLS 13, JCM 17097, NBRC 107572",1,"Alkalicoccus daliensis",1
140264,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1,"Alkalicoccus halolimnae",0
1235,6AG,"DSM 15402, ATCC BAA 957",1,"Alkalicoccus saliphilus",0
132547,BZ-SZ-XJ18,"DSM 29145, JCM 30195",1,"Alkalicoccus urumqiensis",0
572,1,"DSM 485, ATCC 27647, JCM 5262, NCIB 10436, NCIB 8772, NCTC 4553, CCUG 28516, NRRL B-14309, BCRC 15419, CECT 1, CGMCC 1.3604, CIP 103410, IAM 12461, IFO 15653, KCTC 1824, KCTC 3884, LMG 17938, LMG 7120, NBRC 15653, NCIMB 10436, NCIMB 8772, NRRL NRS-1548, VTT E-87298",1,"Alkalihalobacillus alcalophilus",1
1241,C-11,"DSM 16731, JCM 9152, CIP 109021, FERM 3071",1,"Halalkalibacter hemicellulosilyticus",1
1229,JMM-4,"DSM 16346, CIP 108766, JCM 12340",1,"Alkalihalobacillus macyae",1
1294,SU1,"DSM 25300, KCTC 13244, NBRC 102646",1,"Alkalihalobacillus trypoxylicola",1
1300,GMBAE72,"DSM 21297, JCM 15719, GMBE 72",1,"Alkalihalophilus marmarensis",1
134258,AC40,"JCM 14267, NCIMB 14266, CIP 109634",1,"Alkalimonas collagenimarina",0
140294,X-07-02,"DSM 26418, VKM B-2746",1,"Alkaliphilus namsaraevii",1
17816,SC/BZ-SP2,"DSM 24412, ATCC BAA 2172",1,"Alkalitalea saponilacus",0
130802,MN154.3,"DSM 14804, LMG 22842",1,"Alkanibacter difficilis",0
133636,B3A,"BCRC 17939, LMG 24826",1,"Allobacillus halotolerans",1
141012,,"NBRC 110719, DSM 29531, CPCC 204077",1,"Allobranchiibius huperziae",0
8051,Sco-B14,"DSM 45362, KCTC 19661",1,"Allocatelliglobosispora scoriae",1
132684,08HL01032,"DSM 102975, ATCC BAA 2361, CCUG 60119, NCTC 13503",1,"Allofrancisella guangzhouensis",0
132682,,"DSM 101834, KCTC 42968, SYSU YG23",1,"Allofrancisella inopinata",0
132993,H94,"DSM 24882, CGMCC 1.10800, JCM 17555",1,"Allohahella marinimesophila",0
2249,,"DSM 7252, ATCC 51267, NCFB 2890, CCUG 32997",1,"Alloiococcus otitis",0
13509,R761-7,"DSM 44149, ATCC 55061, JCM 9917, KCTC 9837, NBRC 101910, NRRL B-24461, CGMCC 4.1881, NCIMB 13433",1,"Allokutzneria albata",1
24457,,"DSM 45532, JCM 17342, YIM 120521",1,"Allokutzneria multivorans",1
11192,I10A-01259,"DSM 45601, CPCC 203428, KCTC 19844, JCM 31480, JCM 31481",1,"Allonocardiopsis opalescens",1
13641,DN316,"DSM 26385, CICC 10378, HAMBI 3454, LMG 23925",1,"Allorhizobium borbori",0
134338,505,"LMG 24253, CGMCC 1.7048",1,"Allorhizobium oryzae",0
1767,,"DSM 21503, CCUG 31649, LMG 23792, CIP 109610",1,"Alloscardovia omnicolens",0
160006,"GLDI 4/2, GLDI4/2","DSM 106019, JCM 32430",1,"Alloscardovia theropitheci",0
140346,MOZIV/2,"DSM 100237, CCM 8604, LMG 28781",1,"Alloscardovia venturai",0
14296,YC7378,"DSM 21593, KCTC 22446",1,"Allosphingosinicella vermicomposti",0
133062,,"DSM 42178, CGMCC 4.7247, YIM DR4008",1,"Allostreptomyces psammosilenae",1
159775,SH9,"JCM 32501, CCTCC AB 2017284",1,"Alsobacter soli",0
166461,NS1,"CGMCC 1.13679, NBRC 113553",1,"Tsuneonella amylolytica",0
140729,JSSK-8,"KCTC 52763, NBRC 112764",1,"Pontixanthobacter aquaemixtae",0
166167,SSKS-13,"KACC 19863, KCTC 62900, NBRC 113545",1,"Alteraurantiacibacter aquimixticola",0
133169,KEM-4,"KCTC 52259, NBRC 112305",1,"Pontixanthobacter confluentis",0
158660,S-54,"KEMB 9005-542, KACC 19119, NBRC 112676",1,"Altererythrobacter fulvus",0
133814,KJ7,"KACC 16190, JCM 17802",1,"Pontixanthobacter gangjinensis",0
166460,BPTF-M16,"KCTC 62421, KACC 19609, NBRC 113190",1,"Altererythrobacter insulae",0
134119,SW-109,"KCTC 12311, JCM 12599, CIP 108783, CGMCC 1.7690",1,"Pontixanthobacter luteolus",0
133297,,"CAU 1172, KCTC 42453, NBRC 110917",1,"Pontixanthobacter sediminis",0
133205,JC229,"LMG 28999, KCTC 33726",1,"Alteribacillus alkaliphilus",1
1573,P4B,"DSM 25260, CCM 7963, CECT 7998, IBRC-M 10614, KCTC 13821",1,"Alteribacillus bidgolensis",1
1317,X5B,"DSM 23995, IBRC 10446",1,"Alteribacillus iranensis",1
1572,HS136,"DSM 21632, CCM 7595, JCM 15720, LMG 25222",1,"Alteribacillus persepolensis",1
1254,K1-5,"DSM 18675, CCM 7447, NCAIM B002265",1,"Alteribacter aurantiacus",1
158381,FJAT-45347,"DSM 104632, CCTCC AB 2016257",1,"Alteribacter populi",1
449,R10SW13,"DSM 15446, KCTC 12195, KMM 3600, LMG 22532",1,"Alteromonas stellipolaris",0
140995,JDTF-113,"KCTC 52655, NBRC 112708",1,"Alteromonas aestuariivivens",0
134153,F-32,"CECT 7067, LMG 22958",1,"Alteromonas hispanica",0
134088,TF-22,"KCCM 41775, JCM 12188, CIP 108505, LMG 23846",1,"Alteromonas litorea",0
140746,5.12,"LMG 29661, MCC 3250",1,"Alteromonas pelagimontana",0
134230,,"BCRC 17572, JCM 13896, AS 1",1,"Alteromonas simiduii",0
447,"ANT69a, R-15466","DSM 15691, LMG 21861",1,"Alteromonas stellipolaris",0
134229,AT1,"BCRC 17571, JCM 13895",1,"Alteromonas tagae",0
17782,ILE-2,"DSM 16581, JCM 14039",1,"Aminiphilus circumscriptus",0
158376,FH042,"DSM 103574, JCM 31555",1,"Aminipila butyrica",0
24744,4F6E,"DSM 25964, JCM 18417",1,"Aminivibrio pyruvatiphilus",0
16790,SR,"DSM 19636, VKM B-2461",1,"Ammonifex thiophilus",1
132587,CC-RT-E,"DSM 24738, BCRC 80314",1,"Ammoniphilus resinae",1
158714,1T4Z-3,"KCTC 39983, CGMCC 1.16066",1,"Amnibacterium endophyticum",0
166423,M8JJ-5,"KCTC 49089, CGMCC 1.16390",1,"Amnibacterium flavum",0
134038,PB243,"KCTC 33147, JCM 19015, DSM 107362",1,"Amnibacterium soli",0
17873,"R5 Sph 026, RS.Sph.026","DSM 19760, LMG 24307",1,"Amorphus coralli",0
24748,YC6899,"DSM 23349, KACC 14912, NBRC 107845",1,"Amorphus suaedae",0
1408,JW/BP-GSL-QD,"DSM 23721, ATCC BAA 2118, NBRC 11149",1,"Amphibacillus cookii",1
133954,N314,"JCM 18529, NCIMB 14823",1,"Amphibacillus iburiensis",1
23741,C40,"DSM 27992, JCM 17250, NCIMB 14686",1,"Amphibacillus indicireducens",1
1407,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1,"Amphibacillus jilinensis",1
23742,J1,"DSM 27991, CGMCC 1.10434, JCM 17099",1,"Amphibacillus marinus",1
1406,Shu-P-Ggiii25-2,"DSM 21624, IAM 15428, JCM 23213, KCTC 13120, MBIC 08269, NBRC 103570",1,"Amphibacillus sediminis",1
1403,Ep01,"DSM 6626, ATCC 51415, IFO 15112, JCM 7361, NBRC 15112, LMG 17667",1,"Amphibacillus xylanus",1
134369,,"JCM 14781, ATCC BAA 1529, JAMM 1525",1,"Amphritea balenae",0
134368,,"JCM 14782, ATCC BAA 1530, JAMM 1866",1,"Amphritea japonica",0
166509,ANRC-JH13,"MCCC 1K03512, KCTC 62532",1,"Amphritea opalescens",0
140873,B15.09-116,"CECT 8581, LMG 28208",1,"Ampullimonas aquatilis",0
133131,WP1,"KCTC 39642, MCCC 1A10745",1,"Amycolatopsis albispora",1
13516,RA45,"DSM 45648, CGMCC 4.5579, JCM 16584",1,"Amycolatopsis arida",0
,,,,,1
13222,AM-3696,"DSM 43854, ATCC 51273, FERM P-4738, IFO 14573, JCM 3275, KCC A-0275, NBRC 14573, NRRL 11412, VKM Ac-1418, BCRC 13413, HUT 6555, IMSNU 20053, KACC 20058, KCCM 40242, KCTC 9154, NCIMB 14805",1,"Amycolatopsis azurea",1
13252,"FH 1845","DSM 44594, JCM 12669, NRRL B-24209, CIP 108517, NCIMB 14255",1,"Amycolatopsis decaplanina",0
,,,,,1
13286,,"DSM 45426, CCTCC AA 2011016, JCM 18054, YIM 75904",0,"Amycolatopsis dongchuanensis",1
166244,GLM-1,"TBRC 9315, NBRC 113658",1,"Amycolatopsis eburnea",1
133703,GY307,"NCIMB 14709, NRRL B-24844, DSM 45669",1,"Amycolatopsis granulosa",1
13261,N4-6,"DSM 45041, JCM 13279, NRRL B-24428, CIP 109182, NCIMB 14386",1,"Amycolatopsis halotolerans",1
13272,TT00-43,"DSM 45661, KCTC 19329, NBRC 103394",1,"Amycolatopsis helveola",1
13262,N7-3,"DSM 45042, JCM 13280, NRRL B-24427, CIP 109183, NCIMB 14306",1,"Amycolatopsis jejuensis",1
13214,"NA 3-TE-19","DSM 43134, ATCC 14930, DSM 43192, IFO 14500, IMET 7654, JCM 3141, LBG A 3091, NBRC 14500, NCIB 9601, NRRL 2430, ETH 24315, BCRC 11659, BCRC 13742, CGMCC 4.1133, CGMCC 4.1212, HUT 6556, IMSNU 20057, KCCM 12665, KCTC 9425, LMG 4064, MTCC 695, NCIMB 9601, VKM Ac-1242",1,"Amycolatopsis lurida",1
13258,32U-2,"DSM 44988, KCCM 42246, NRRL B-24435, JCM 14545, CIP 109667, NBRC 102109, NCIMB 14298",1,"Amycolatopsis minnesotensis",1
13259,,"DSM 44992, CIP 109581, NRRL B-24473, HKI 0330, CSC 17TA-090, JCM 14717",1,"Amycolatopsis nigrescens",1
158267,SCM_MK2-4,"DSM 107509, JCM 32134, TBRC 7186",1,"Amycolatopsis oliviviridis",1
13215,"M 43-05865, Pittinger M43-05865","DSM 40040, ATCC 19795, CBS 547.68, CCM 2778, IAM 14281, IFO 12360, IFO 12806, IMET 7510, IMET 7653, IMSNU 20058, ISP 5040, JCM 4235, JCM 4600, KCC S-0235, KCC S-0600, NBRC 12360, NBRC 12806, NIHJ 483, NRRL 2450, RIA 1074, BCRC 11615, CGMCC 4.1214, CIP 107113, HUT 6592, IFM 0528, KCCM 40595, KCTC 9412, NBIMCC 2297, NCIMB 12945, VKM Ac-866",1,"Amycolatopsis orientalis",1
13254,1BDZ,"DSM 44832, AS 4.1729, PCM 2600, JCM 12460, CGMCC 4.1729, CIP 108399",1,"Amycolatopsis palatopharyngis",0
,,,,,1
13264,GY080,"DSM 45072, NCIMB 14277, JCM 15588",1,"Amycolatopsis regifaucium",1
158797,DH51B-4-3,"TBRC 6029, NBRC 112509, JCM 32589",1,"Amycolatopsis rhizosphaerae",1
133704,NMG112,"NCIMB 14711, NRRL B-24848",1,"Amycolatopsis ruanii",1
13235,"A1714, K24","DSM 44468, JCM 11272, CIP 107029, KCTC 9863, NBRC 100339, NCIMB 13786",1,"Amycolatopsis sacchari",0
,,,,,1
13273,,"DSM 45649, BCC 35842, NBRC 106095, TISTR 1919, RM 287, JCM 17934",1,"Amycolatopsis samaneae",1
158790,C12CA1,"TBRC 1456, NBRC 111116",1,"Amycolatopsis silviterrae",1
13263,0345M-7,"DSM 45107, BCRC 16802, KCTC 19116, JCM 14925, NBRC 102103, NCIMB 14409, BCRC 0345.7",1,"Amycolatopsis taiwanensis",1
133705,SF45,"NCIMB 14705, NRRL B-24845",1,"Amycolatopsis thermalba",1
13238,"B-2847, FH6113","DSM 44544, ATCC 21177, CIP 108212, IFO 14664, NBRC 14664, NRRL B-24205, JCM 4936, CBS 242.71, CGMCC 4.5590, IFO 12554, IMSNU 20061, NBRC 12554",1,"Amycolatopsis tolypomycina",0
,,,,,1
13269,ABO,"DSM 45259, BCCM 24814, LMG 24814, JCM 17017",1,"Amycolatopsis tucumanensis",1
13271,,"DSM 45285, CCM 7627, KCTC 19581, CPCC 202699, JCM 32380",1,"Amycolatopsis xylanica",1
158471,B16-10,"DSM 29790, NCAIM B.02608",1,"Anaerobacillus alkaliphilus",1
1558,E1H,"DSM 15340, ATCC 700614, KCTC 5192",1,"Bacillus arseniciselenatis",1
131449,GluBS11,"DSM 29698, KCTC 15450, LMG 28619",1,"Anaerobium acetethylicum",0
17964,PAOHA-1,"DSM 14826, UNIQEM 227",1,"Anaerobranca californiensis",0
,,,,,1
17965,"JW/VK-KS54, JW/VK-KS5Y","DSM 18970, VKM B-2436",1,"Anaerobranca zavarzinii",0
132584,,"DSM 100423, JCM 30819, SN 021",1,"Anaerocolumna cellulosilytica",1
2829,HY-35-12,"DSM 15929, IMSNU 40003, KCTC 5026",1,"Anaerocolumna jejuensis",1
159440,ST-NAGAB-D1,"DSM 103484, JCM 31926, KCTC 15600",1,"Anaerohalosphaera lusitana",0
501,UNI-1,"DSM 14523, JCM 11388",1,"Anaerolinea thermophila",0
140570,DY2726D,"JCM 30224, MCCC 1A00776",1,"Anaeromicrobium sediminis",0
,,,,,1
166544,MCWD5,"KCTC 15595, DSM 105757, NCIMB 14947",1,"Anaerosacchariphilus polymeriproducens",1
2874,C5BEL,"DSM 23801, JCM 17239",1,"Anaerosalibacter bizertensis",1
11852,WN036,"DSM 21120, JCM 15094, KCTC 15145",1,"Anaerosphaera aminiphila",0
,,,,,1
2868,HY-37-4,"DSM 15930, IMSNU 40011, KCTC 5027",1,"Anaerosporobacter mobilis",1
132639,"FRC-RU4, RU4","DSM 29728, ATCC BAA 2723",1,"Anaerosporomusa subterranea",1
6340,35-7,"DSM 22094, JCM 17466, LMG 24724",1,"Anaerostipes butyraticus",0
,,,,,1
130359,"1y-2, ly-2","DSM 26241, KCTC 15316",1,"Anaerostipes rhamnosivorans",1
132583,FH052,"DSM 100431, JCM 30820",1,"Anaerotaenia torta",1
2765,X4,"DSM 3847, KCTC 15564",1,"Anaerotignum neopropionicum",1
2646,X2,"DSM 1682, ATCC 25522, NCIMB 10656, CCUG 9280, JCM 1430, VPI 5303",1,"Anaerotignum propionicum",1
17679,277,"DSM 17241, CCUG 45055, CIP 107754, WAL 14565, JCM 15631, VTT E-062942",1,"Anaerotruncus colihominis",0
17407,NS05,"DSM 18746, CCM 7435, CCUG 57200, NEU 1212",1,"Ancylobacter oerskovii",0
17403,Pla5,"DSM 2457, CIP 109301, NCIB 10516, CCUG 30553",1,"Ancylobacter polymorphus",0
158256,E130,"DSM 102029, LMG 29367",1,"Ancylobacter pratisalsi",0
17406,NP-300,"DSM 1277, CIP 109300",1,"Ancylobacter vacuolatus",0
166210,SHSM-M15,"KACC 19862, NBRC 113749",1,"Ancylomarina salipaludis",0
133003,FA102,"DSM 28825, CICC 10902, KCTC 42257",1,"Ancylomarina subtilis",0
5416,MK-1,"DSM 1989, ATCC 43737",1,"Andreesenia angusta",0
10500,GFC-1,"DSM 23236, BCRC 17832, LMG 24502",1,"Andreprevotia lacus",0
140685,1-10M-8-7-50,"KEMB 563-460, JCM 31819",1,"Aneurinibacillus sediminis",1
11401,R-12870,"DSM 18919, CIP 108308, KCTC 13001, LMG 22483, Logan B-1599",1,"Aneurinibacillus terranovensis",1
6156,,"DSM 15561, NCIMB 1785",1,"Angulomicrobium amanitiforme",0
133860,7402J-48,"KACC 15527, NBRC 108730, JCM 32086",1,"Angustibacter aerolatus",0
133606,TT07R-79,"NBRC 105387, KACC 14249, JCM 17683",1,"Angustibacter luteus",0
132137,"RS-50, 5DSM 45329","DSM 45329, KCTC 19628, JCM 31482",1,"Angustibacter peucedani",0
141003,YC2-20,"KCTC 39842, DSM 103769, JCM 32752",1,"Angustibacter speluncae",0
6140,,"DSM 4255, ATCC 43788",1,"Annwoodia aquaesulis",0
559,"Bacillus ther 13, BT 13","DSM 17956, NBIMCC 8427",1,"Anoxybacillus bogrovensis",1
554,R-16222,"DSM 15866, LMG 21881",1,"Anoxybacillus contaminans",1
565,E-112,"DSM 23212, CCTCC AB 209236, KCTC 13720",1,"Anoxybacillus eryuanensis",1
140522,GSsed3,"CCOS 808, ATCC BAA2555",1,"Anoxybacillus geothermalis",1
566,"T-11, T11","DSM 23211, CCTCC AB 209237, KCTC 13721",1,"Anoxybacillus tengchongensis",1
556,"GS5-97, R-35643","DSM 16325, ATCC BAA 942",1,"Anoxybacillus tepidamans",1
133999,3nP4,"CGMCC 1.8979, JCM 16594",1,"Anoxybacillus vitaminiphilus",1
130972,,"DSM 21100, KACC 14636, KCTC 22261, LMG 24494, Gsoil 524",1,"Anseongella ginsenosidimutans",0
166255,G8,"LMG 30898, DSM 107922",1,"Apibacter muscae",0
158413,Hlig3,"DSM 104126, NRRL B-65473, JCM 33323",1,"Apilactobacillus micheneri",0
158411,HV_6,"DSM 104127, NRRL B-65474, JCM 33324",1,"Apilactobacillus quenuiae",0
158412,HV_12,"DSM 104128, NRRL B-65472, JCM 33325",1,"Apilactobacillus timberlakei",0
17927,CS-6,"DSM 22961, BCRC 17729, LMG 24215",1,"Aquabacterium fontiphilum",0
17928,ABP-4,"DSM 26447, BCRC 80167, KCTC 23306",1,"Aquabacterium limnoticum",0
11866,Sa14,"DSM 21857, CCUG 57044",1,"Aquamicrobium aerolatum",0
133963,G210,"KACC 14931, JCM 16876",1,"Aquamicrobium aestuarii",0
11867,905/1,"DSM 19730, CCUG 55251",1,"Aquamicrobium ahrensii",0
24310,1006/1,"DSM 19714, CCUG 55250",1,"Aquamicrobium segne",0
166239,BH258,"KACC 18680, NBRC 111875",1,"Aquibacillus sediminis",1
5592,SMK-19,"DSM 17196, KCTC 12390",1,"Aquimarina brevivitae",0
158803,NS08,"KCTC 52897, MCCC 1H00191",1,"Aquimarina celericrescens",0
140942,M124,"KCTC 42423, MCCC 1K00498",1,"Aquimarina hainanensis",0
133597,,"JCM 15542, NCIMB 14508, JAMB N27",1,"Aquimarina macrocephali",0
158701,122CH820-2,"KACC 19274, LMG 30078",1,"Aquimarina spongiicola",0
133335,CBA3207,"KACC 17666, JCM 19528",1,"Aquimarina versatilis",0
166171,KYPY4,"BCRC 81010, KCTC 52441",1,"Aquincola rivuli",0
17956,L10,"DSM 18512, CIP 109243",1,"Aquincola tertiaricarbonis",0
6313,IV-75,"DSM 21674, JCM 19543, NBRC 109628, NCAIM B 02333, NCAIM B.02333",1,"Aquipuribacter hungaricus",0
1547,SH4s,"DSM 18090, CCM 7366, CECT 7149",1,"Aquisalibacillus elongatus",0
,,,,,1
4301,,"DSM 18102, CCM 7368, CECT 7151, CGMCC 1.6291, CG 12",1,"Aquisalimonas asiatica",0
140856,D11M-2,"CGMCC 1.12921, KCTC 42673",1,"Aquisalinus flavus",0
166153,DS48-3,"KCTC 52068, CCTCC AB 2018061",1,"Aquisediminimonas profunda",0
166152,CH68-4,"KCTC 62205, CCTCC AB 2018062",1,"Aquisediminimonas sediminicola",0
10511,TRO-001DR8,"DSM 25134, ATCC BAA 1216, CCM 7607, LMG 23054, NBRC 103050",1,"Aquitalea magnusonii",0
140914,P1297,"CCM 7557, LMG 28989, CCUG 67440",1,"Aquitalea pelogenes",0
204,P6775,"DSM 25104, CCM 7958, CCUG 61573, CIP 110339",1,"Arcanobacterium canis",0
197,11018,"DSM 20595, ATCC 9345, CCM 5947, NCTC 8452",1,"Arcanobacterium haemolyticum",0
203,M401624/00/2,"DSM 15539, CCUG 44697, CIP 106850",1,"Arcanobacterium hippocoleae",0
22902,2698,"DSM 26142, CCM 8430, LMG 27073",1,"Arcanobacterium phocisimile",0
140307,647,"DSM 102162, LMG 29418",1,"Arcanobacterium wilhelmae",0
3766,TNR-18,"DSM 22214, BCRC 17969, LMG 25207",1,"Arcicella aurantiaca",0
132853,TW-5,"DSM 21163, CCUG 55942, CCM 7523",1,"Arcicella rosea",0
23819,JC84,"DSM 24636, KCTC 15071, MTCC 10956, CECT 9783",1,"Arcobacter anaerophilus",0
158655,F138-33,"CECT 8984, LMG 29148",1,"Malaciobacter canalis",0
2096,KH-2,"DSM 17680, CCUG 48482, LMG 21996, CIP 108697, CECT 7203",1,"Arcobacter cibarius",0
2098,F2075,"DSM 23625, CECT 7386, LMG 24559",1,"Arcobacter mytili",0
