"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Cell width"
443,BL06,"DSM 24290, JCM 15597, KCTC 22400, CGMCC 1.10668",0,"Alishewanella agri",0.5
440,,"DSM 16032, ATCC BAA 284, CCUG 30811, CIP 106648",1,"Alishewanella fetalis",0.5-1.0
442,MS1,"DSM 24035, JCM 15561, KCTC 22429, CGMCC 1.10666",1,"Alishewanella jeotgali",1
22907,RCRI4,"DSM 27060, JCM 17275, KCTC 23723, LMG 26473",1,"Alishewanella tabrizica",0.9
14033,,"DSM 22520, JCM 16068, YIT 12060",1,"Alistipes indistinctus",0.6
14031,,"KCTC 15237, DSM 19147, ATCC BAA 1178, CCUG 48946, WAL 8169, JCM 16771",1,"Alistipes onderdonkii subsp. onderdonkii",0.2-0.5
14032,,"DSM 19121, ATCC BAA 1179, CCUG 48947, KCTC 15238, WAL 8301, JCM 16773",1,"Alistipes shahii",0.1-0.2
545,4AG,"DSM 15448, ATCC BAA 956, CIP 109217, JCM 13893",1,"Alkalibacillus filiformis",0.275
549,ISL-17,"DSM 23520, CCUG 56753, KCTC 13258, ISL -17",1,"Alkalibacillus flavidus",0.3
547,BM2,"DSM 18495, JCM 14193",1,"Alkalibacillus silvisoli",0.3-0.5
22946,3AD-1,"DSM 25751, JCM 18271",1,"Alkalibacterium gilvum",0.7
134116,M3,"JCM 12662, NCIMB 14024, BCRC 17791, CIP 108873",1,"Alkalibacterium iburiense",0.5-0.7
134250,A11,"JCM 14232, NCIMB 14253",1,"Alkalibacterium indicireducens",0.8
2243,T22-1-2,"DSM 19180, NBRC 103247, NRIC 0724",1,"Alkalibacterium kapii",0.85
2246,T143-1-1,"DSM 19183, NBRC 103242, NRIC 0719",1,"Alkalibacterium pelagium",0.6
2245,T129-2-1,"DSM 19182, NBRC 103243, NRIC 0720",1,"Alkalibacterium putridalgicola",0.75
2244,T117-1-2,"DSM 19181, NBRC 103241, NRIC 0718",1,"Alkalibacterium thalassium",1
5453,CP11,"CCUG 57164, DSM 22112, ATCC BAA 1772, KCTC 15124",1,"Alkalibaculum bacchi",0.5-0.8
1278,,"DSM 19154, LMG 21005, NCIMB 14102",1,"Alkalicoccobacillus murimartini",0.5
1277,CG-15,"DSM 18086, CCM 7371, CECT 7153, CGMCC 1.6292",1,"Alkalicoccus chagannorensis",0.6-0.7
22921,,"DSM 26767, CGMCC 1.10369, DLS 13, JCM 17097, NBRC 107572",1,"Alkalicoccus daliensis",0.4-0.5
140264,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1,"Alkalicoccus halolimnae",1.2-1.5
1235,6AG,"DSM 15402, ATCC BAA 957",1,"Alkalicoccus saliphilus",0.85
132547,BZ-SZ-XJ18,"DSM 29145, JCM 30195",1,"Alkalicoccus urumqiensis",0.6-0.7
17805,Z-7010,"DSM 15055, VKM B-2311",1,"Alkaliflexus imshenetskii",0.25-0.4
1241,C-11,"DSM 16731, JCM 9152, CIP 109021, FERM 3071",1,"Halalkalibacter hemicellulosilyticus",0.4
1229,JMM-4,"DSM 16346, CIP 108766, JCM 12340",1,"Alkalihalobacillus macyae",0.6
1294,SU1,"DSM 25300, KCTC 13244, NBRC 102646",1,"Alkalihalobacillus trypoxylicola",0.6
1300,GMBAE72,"DSM 21297, JCM 15719, GMBE 72",1,"Alkalihalophilus marmarensis",0.8-1.1
166505,34079,"KCTC 62428, MCCC 1K03493",1,"Alkalilacustris brevis",0.4-0.6
4267,MLHE-1,"DSM 17681, ATCC BAA 1101",1,"Alkalilimnicola ehrlichii",0.4
134258,AC40,"JCM 14267, NCIMB 14266, CIP 109634",1,"Alkalimonas collagenimarina",0.7
140294,X-07-02,"DSM 26418, VKM B-2746",1,"Alkaliphilus namsaraevii",0.3
141088,JC227,"KCTC 15343, NBRC 110105",1,"Alkalispirochaeta cellulosivorans",0.1-0.2
133913,JC133,"KCTC 15220, NBRC 109056",1,"Alkalispirochaeta sphaeroplastigenens",0.2
17816,SC/BZ-SP2,"DSM 24412, ATCC BAA 2172",1,"Alkalitalea saponilacus",0.4
130802,MN154.3,"DSM 14804, LMG 22842",1,"Alkanibacter difficilis",0.6
133636,B3A,"BCRC 17939, LMG 24826",1,"Allobacillus halotolerans",0.6
141012,,"NBRC 110719, DSM 29531, CPCC 204077",1,"Allobranchiibius huperziae",0.4-0.6
2437,JA144,"DSM 19781, JCM 14796",1,"Allochromatium phaeobacterium",1.25
2438,JA136,"DSM 18713, JCM 14262",1,"Allochromatium renukae",2.25
134310,,"KCCM 42675, NBRC 102683, IMCC 3113",1,"Allohahella antarctica",0.4-0.8
,,,,,0.6
132993,H94,"DSM 24882, CGMCC 1.10800, JCM 17555",1,"Allohahella marinimesophila",0.55-0.65
140855,MWE-A11,"JCM 19371, KCTC 29232",1,"Allohumibacter endophyticus",0.5-0.7
23199,"81/4 12","DSM 22548, CCUG 58091, KCTC 15416",1,"Alloprevotella rava",0.55
166247,,"KCTC 23617, CECT 7957, HME 7025",1,"Aquirufa nivalisilvae",0.4-0.5
134338,505,"LMG 24253, CGMCC 1.7048",1,"Allorhizobium oryzae",0.8-1
23792,M8,"DSM 24762, CCM 7944",1,"Alloscardovia macacae",0.65
160006,"GLDI 4/2, GLDI4/2","DSM 106019, JCM 32430",1,"Alloscardovia theropitheci",0.2-0.6
140346,MOZIV/2,"DSM 100237, CCM 8604, LMG 28781",1,"Alloscardovia venturai",0.2-0.6
24495,22DY03,"DSM 29329, CGMCC 1.12410, JCM 18866",1,"Allosediminivita pacifica",0.75
14296,YC7378,"DSM 21593, KCTC 22446",1,"Allosphingosinicella vermicomposti",0.45
7516,Cr8-25,"DSM 23737, LMG 26215, JCM 18951",1,"Alpinimonas psychrophila",0.35
159775,SH9,"JCM 32501, CCTCC AB 2017284",1,"Alsobacter soli",0.8-1
133228,100921-2,"CFCC 14287, KCTC 42844",1,"Tsuneonella aeria",0.5-0.6
166543,Ery1,"KCTC 62387, CGMCC 1.16499, MCCC 1A10037",1,"Pelagerythrobacter aerophilus",0.4-0.5
133618,KYW147,"KCTC 22735, JCM 16339, UCCCB31",1,"Alteraurantiacibacter aestuarii",1
166461,NS1,"CGMCC 1.13679, NBRC 113553",1,"Tsuneonella amylolytica",0.4-0.6
140729,JSSK-8,"KCTC 52763, NBRC 112764",1,"Pontixanthobacter aquaemixtae",0.2-0.4
166167,SSKS-13,"KACC 19863, KCTC 62900, NBRC 113545",1,"Alteraurantiacibacter aquimixticola",0.4-0.8
133169,KEM-4,"KCTC 52259, NBRC 112305",1,"Pontixanthobacter confluentis",0.2-0.4
140745,THG-S3,"KACC 19190, CGMCC 1.15959",1,"Tsuneonella deserti",0.4-0.6
140988,BR-75,"CECT 9129, LMG 29518, BR 75, UCCCB41",1,"Altericroceibacterium endophyticum",0.59-1.41
134236,JCS350T,"KCCM 42314, JCM 13815, CGMCC 1.7731",1,"Altererythrobacter epoxidivorans",0.5
159780,MS1-4,"MCCC 1K02683, NBRC 112977",1,"Tsuneonella flava",0.3-0.5
158660,S-54,"KEMB 9005-542, KACC 19119, NBRC 112676",1,"Altererythrobacter fulvus",0.45-0.65
133814,KJ7,"KACC 16190, JCM 17802",1,"Pontixanthobacter gangjinensis",0.6
140987,CPA5,"CECT 9130, LMG 29519, UCCCB42",1,"Alteriqipengyuania halimionae",0.5-0.96
166460,BPTF-M16,"KCTC 62421, KACC 19609, NBRC 113190",1,"Altererythrobacter insulae",0.2-0.6
134119,SW-109,"KCTC 12311, JCM 12599, CIP 108783, CGMCC 1.7690",1,"Pontixanthobacter luteolus",0.7
166532,GH1-16,"KCTC 52845, NBRC 113275",1,"Parerythrobacter lutipelagi",0.71-0.86
158561,C9-11,"MCCC 1K03311, JCM 32056",1,"Tsuneonella mangrovi",0.3-0.6
5398,MSW-14,"DSM 21428, KCTC 22370, UCCCB27",1,"Pelagerythrobacter marensis",0.5-0.7
,,,,,0.6
133493,H32,"CCTCC AB 208229, LMG 24629, MCCC 1A01070",1,"Pelagerythrobacter marinus",0.4
166512,,"KCTC 32463, KACC 17617, CECT 8417, HME 9302",1,"Alteripontixanthobacter maritimus",0.4-0.6
133617,KYW48,"KCTC 22736, JCM 16345",1,"Paraurantiacibacter namhicola",1
140815,WW3,"KCTC 42620, JCM 30975",1,"Tsuneonella rigui",0.42-0.58
133411,XY-R17,"KCTC 52267, MCCC 1K01500",1,"Croceibacterium salegens",0.4-0.5
133297,,"CAU 1172, KCTC 42453, NBRC 110917",1,"Pontixanthobacter sediminis",0.2-0.5
133352,MN-1,"KCTC 52135, MCCC 1K02066",1,"Croceibacterium soli",0.3-0.5
133807,,"KCTC 12303, JCM 17037, KMM 6042",1,"Tsuneonella troitsensis",0.4
133643,S3-63,"CCTCC AB 207166, CIP 110125",1,"Altericroceibacterium xinjiangense",1.1-1.2
133205,JC229,"LMG 28999, KCTC 33726",1,"Alteribacillus alkaliphilus",1.0-2.0
1573,P4B,"DSM 25260, CCM 7963, CECT 7998, IBRC-M 10614, KCTC 13821",1,"Alteribacillus bidgolensis",0.85
1317,X5B,"DSM 23995, IBRC 10446",1,"Alteribacillus iranensis",0.5-0.9
1572,HS136,"DSM 21632, CCM 7595, JCM 15720, LMG 25222",1,"Alteribacillus persepolensis",1.25
1254,K1-5,"DSM 18675, CCM 7447, NCAIM B002265",1,"Alteribacter aurantiacus",0.9
158381,FJAT-45347,"DSM 104632, CCTCC AB 2016257",1,"Alteribacter populi",0.6-0.8
140995,JDTF-113,"KCTC 52655, NBRC 112708",1,"Alteromonas aestuariivivens",0.2-0.6
159352,1,"DSM 106819, ATCC 43554, RCC 5933, CIP 111645",1,"Alteromonas fortis",0.8-1.4
450,,"DSM 23844, CCUG 55340, LMG 24078",1,"Alteromonas genovensis",0.9
134153,F-32,"CECT 7067, LMG 22958",1,"Alteromonas hispanica",0.75
133345,JW12,"CGMCC 1.15735, KCTC 52408, MCCC 1K03175",1,"Alteromonas lipolytica",0.7-1.2
134088,TF-22,"KCCM 41775, JCM 12188, CIP 108505, LMG 23846",1,"Alteromonas litorea",1
158616,S35,"KCTC 52449, CGMCC 1.16029",1,"Alteromonas oceani",0.3-0.8
166518,U0105,"KCTC 62080, MCCC 1H00299",1,"Alteromonas sediminis",0.3-0.6
134230,,"BCRC 17572, JCM 13896, AS 1",1,"Alteromonas simiduii",0.4-0.8
447,"ANT69a, R-15466","DSM 15691, LMG 21861",1,"Alteromonas stellipolaris",0.4
134229,AT1,"BCRC 17571, JCM 13895",1,"Alteromonas tagae",0.5-0.9
23153,IGB-41,"DSM 23761, CIP 110167",1,"Amantichitinum ursilacus",0.75
17782,ILE-2,"DSM 16581, JCM 14039",1,"Aminiphilus circumscriptus",0.1
158376,FH042,"DSM 103574, JCM 31555",1,"Aminipila butyrica",0.7-1
24744,4F6E,"DSM 25964, JCM 18417",1,"Aminivibrio pyruvatiphilus",0.8
11861,IMB-1,"DSM 17455, ATCC 202197, CCUG 50580, CIP 108660, JCM 21751, DSM 15910, IAM 15301",1,"Aminobacter ciceronei",0.6
11862,,"DSM 17454, CCUG 50579, CIP 108661, NCIMB 13798, CC 495",1,"Aminobacter carboxidus",0.55
16790,SR,"DSM 19636, VKM B-2461",1,"Ammonifex thiophilus",0.6-0.7
132587,CC-RT-E,"DSM 24738, BCRC 80314",1,"Ammoniphilus resinae",0.5-0.6
158714,1T4Z-3,"KCTC 39983, CGMCC 1.16066",1,"Amnibacterium endophyticum",0.5-0.7
166423,M8JJ-5,"KCTC 49089, CGMCC 1.16390",1,"Amnibacterium flavum",0.7-1
7508,KSL51201-037,"DSM 24782, JCM 16463, KEMC 51201-037, KACC 15557, NBRC 109360",0,"Amnibacterium kyonggiense",0.175
17873,"R5 Sph 026, RS.Sph.026","DSM 19760, LMG 24307",1,"Amorphus coralli",0.5-3
17874,,"DSM 21202, CCTCC AA 208035, YIM D10",1,"Amorphus orientalis",1-2.5
24748,YC6899,"DSM 23349, KACC 14912, NBRC 107845",1,"Amorphus suaedae",0.85
1408,JW/BP-GSL-QD,"DSM 23721, ATCC BAA 2118, NBRC 11149",1,"Amphibacillus cookii",0.5-0.6
133954,N314,"JCM 18529, NCIMB 14823",1,"Amphibacillus iburiensis",0.35
23741,C40,"DSM 27992, JCM 17250, NCIMB 14686",1,"Amphibacillus indicireducens",0.4
1407,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1,"Amphibacillus jilinensis",0.4-0.6
23742,J1,"DSM 27991, CGMCC 1.10434, JCM 17099",1,"Amphibacillus marinus",0.35
1403,Ep01,"DSM 6626, ATCC 51415, IFO 15112, JCM 7361, NBRC 15112, LMG 17667",1,"Amphibacillus xylanus",0.3-0.5
11296,M41,"DSM 18887, LMG 24143, JCM 14776",1,"Amphritea atlantica",0.5
134369,,"JCM 14781, ATCC BAA 1529, JAMM 1525",1,"Amphritea balenae",0.6-0.9
134368,,"JCM 14782, ATCC BAA 1530, JAMM 1866",1,"Amphritea japonica",0.6-0.9
166509,ANRC-JH13,"MCCC 1K03512, KCTC 62532",1,"Amphritea opalescens",0.4-0.6
140873,B15.09-116,"CECT 8581, LMG 28208",1,"Ampullimonas aquatilis",1
133703,GY307,"NCIMB 14709, NRRL B-24844, DSM 45669",1,"Amycolatopsis granulosa",0.45
13272,TT00-43,"DSM 45661, KCTC 19329, NBRC 103394",1,"Amycolatopsis helveola",0.7
158267,SCM_MK2-4,"DSM 107509, JCM 32134, TBRC 7186",1,"Amycolatopsis oliviviridis",0.5
133704,NMG112,"NCIMB 14711, NRRL B-24848",1,"Amycolatopsis ruanii",0.4
133705,SF45,"NCIMB 14705, NRRL B-24845",1,"Amycolatopsis thermalba",0.35
140730,H-12,"KCTC 52581, CGMCC 1.15880",1,"Amylibacter cionae",0.6-1.1
159735,4G11,"KY 463497, KCTC 52506, NBRC 112428",1,"Amylibacter kogurei",0.39-0.7
159853,m18,"KACC 19229, JCM 32051",1,"Amylibacter lutimaris",0.8-1.0
1559,"MS 6","DSM 22531, NCCB 100213, UNIQEM U377",1,"Anaerobacillus alkalidiazotrophicus",0.6-1.2
158471,B16-10,"DSM 29790, NCAIM B.02608",1,"Anaerobacillus alkaliphilus",0.5-0.8
17964,PAOHA-1,"DSM 14826, UNIQEM 227",1,"Anaerobranca californiensis",0.285
17965,"JW/VK-KS54, JW/VK-KS5Y","DSM 18970, VKM B-2436",1,"Anaerobranca zavarzinii",0.4
132584,,"DSM 100423, JCM 30819, SN 021",1,"Anaerocolumna cellulosilytica",0.8
2829,HY-35-12,"DSM 15929, IMSNU 40003, KCTC 5026",1,"Anaerocolumna jejuensis",0.5
502,IMO-1,"DSM 16554, JCM 12577",1,"Anaerolinea thermolimosa",0.3-0.4
501,UNI-1,"DSM 14523, JCM 11388",1,"Anaerolinea thermophila",0.2-0.3
140570,DY2726D,"JCM 30224, MCCC 1A00776",1,"Anaeromicrobium sediminis",0.5-0.8
166118,MJB2,"KCTC 15800, MCCC 1K03631",1,"Anaerophilus nitritogenes",0.3-0.7
166544,MCWD5,"KCTC 15595, DSM 105757, NCIMB 14947",1,"Anaerosacchariphilus polymeriproducens",0.4-0.6
2874,C5BEL,"DSM 23801, JCM 17239",1,"Anaerosalibacter bizertensis",0.75
11852,WN036,"DSM 21120, JCM 15094, KCTC 15145",1,"Anaerosphaera aminiphila",0.8
2868,HY-37-4,"DSM 15930, IMSNU 40011, KCTC 5027",1,"Anaerosporobacter mobilis",0.5-0.5
132639,"FRC-RU4, RU4","DSM 29728, ATCC BAA 2723",1,"Anaerosporomusa subterranea",0.3-0.5
132583,FH052,"DSM 100431, JCM 30820",1,"Anaerotaenia torta",0.4-0.5
140747,SH021,"JCM 31556, DSM 103575, KCTC 15705",1,"Anaerotignum aminivorans",0.7
2806,G17,"DSM 14214, LMG 20954",1,"Anaerotignum lactatifermentans",0.6-1.3
2765,X4,"DSM 3847, KCTC 15564",1,"Anaerotignum neopropionicum",0.5-0.6
2646,X2,"DSM 1682, ATCC 25522, NCIMB 10656, CCUG 9280, JCM 1430, VPI 5303",1,"Anaerotignum propionicum",0.5-0.8
17679,277,"DSM 17241, CCUG 45055, CIP 107754, WAL 14565, JCM 15631, VTT E-062942",1,"Anaerotruncus colihominis",0.5
17407,NS05,"DSM 18746, CCM 7435, CCUG 57200, NEU 1212",1,"Ancylobacter oerskovii",0.5-0.6
17403,Pla5,"DSM 2457, CIP 109301, NCIB 10516, CCUG 30553",1,"Ancylobacter polymorphus",0.8-1
158256,E130,"DSM 102029, LMG 29367",1,"Ancylobacter pratisalsi",0.5-0.6
157183,Osot,"CCUG 70237, JCM 32039, DSM 106440, VKM B-3145",1,"Ancylobacter sonchi",0.4-0.5
17406,NP-300,"DSM 1277, CIP 109300",1,"Ancylobacter vacuolatus",0.8-1
166210,SHSM-M15,"KACC 19862, NBRC 113749",1,"Ancylomarina salipaludis",0.2-0.4
133003,FA102,"DSM 28825, CICC 10902, KCTC 42257",1,"Ancylomarina subtilis",0.3-0.4
134253,BA141,"CIP 109499, LMG 24028",1,"Anderseniella baltica",0.75
5416,MK-1,"DSM 1989, ATCC 43737",1,"Andreesenia angusta",1-1.5
10499,JS11-7,"DSM 18519, KACC 11608",1,"Andreprevotia chitinilytica",0.8
10500,GFC-1,"DSM 23236, BCRC 17832, LMG 24502",1,"Andreprevotia lacus",0.5
140685,1-10M-8-7-50,"KEMB 563-460, JCM 31819",1,"Aneurinibacillus sediminis",0.7-0.9
11401,R-12870,"DSM 18919, CIP 108308, KCTC 13001, LMG 22483, Logan B-1599",1,"Aneurinibacillus terranovensis",0.9
6156,,"DSM 15561, NCIMB 1785",1,"Angulomicrobium amanitiforme",1
133860,7402J-48,"KACC 15527, NBRC 108730, JCM 32086",1,"Angustibacter aerolatus",1.05
133606,TT07R-79,"NBRC 105387, KACC 14249, JCM 17683",1,"Angustibacter luteus",0.3-0.5
132137,"RS-50, 5DSM 45329","DSM 45329, KCTC 19628, JCM 31482",1,"Angustibacter peucedani",0.6
141003,YC2-20,"KCTC 39842, DSM 103769, JCM 32752",1,"Angustibacter speluncae",0.54-0.83
,,,,,0.7
6140,,"DSM 4255, ATCC 43788",1,"Annwoodia aquaesulis",0.3
559,"Bacillus ther 13, BT 13","DSM 17956, NBIMCC 8427",1,"Anoxybacillus bogrovensis",0.3-0.6
554,R-16222,"DSM 15866, LMG 21881",1,"Anoxybacillus contaminans",0.85
565,E-112,"DSM 23212, CCTCC AB 209236, KCTC 13720",1,"Anoxybacillus eryuanensis",0.6
140522,GSsed3,"CCOS 808, ATCC BAA2555",1,"Anoxybacillus geothermalis",0.8
566,"T-11, T11","DSM 23211, CCTCC AB 209237, KCTC 13721",1,"Anoxybacillus tengchongensis",0.9
556,"GS5-97, R-35643","DSM 16325, ATCC BAA 942",1,"Anoxybacillus tepidamans",1.05
133999,3nP4,"CGMCC 1.8979, JCM 16594",1,"Anoxybacillus vitaminiphilus",0.9
557,"TH 13","DSM 17075, JCM 12111, NCIMB 13956",1,"Anoxybacillus voinovskiensis",0.5
158563,Su22,"VKM B-2510, CECT 8731, DSM 21847",1,"Anoxynatronum buryatiense",0.4-0.7
130972,,"DSM 21100, KACC 14636, KCTC 22261, LMG 24494, Gsoil 524",1,"Anseongella ginsenosidimutans",0.4-0.6
158772,JB01H24,"GDMCC 1.1229, KCTC 52984",1,"Antarcticibacterium flavum",0.6-0.9
163904,318-1,"JCM 30927, KCTC 72105, KEMB 7306-525",1,"Antarcticimicrobium luteum",0.8-1.0
140874,wkB301,"NRRL B-65307, NCIMB 14986",1,"Apibacter adventoris",0.3
132969,R-53146,"DSM 100903, LMG 28357",1,"Apibacter mensalis",1
166255,G8,"LMG 30898, DSM 107922",1,"Apibacter muscae",1
158413,Hlig3,"DSM 104126, NRRL B-65473, JCM 33323",1,"Apilactobacillus micheneri",0.6-0.8
158411,HV_6,"DSM 104127, NRRL B-65474, JCM 33324",1,"Apilactobacillus quenuiae",0.3-0.4
158412,HV_12,"DSM 104128, NRRL B-65472, JCM 33325",1,"Apilactobacillus timberlakei",0.5-0.7
166268,Sn-9-2,"KCTC 62308, CCTCC AB 2018270",1,"Aquabacter cavernae",0.6-0.8
17928,ABP-4,"DSM 26447, BCRC 80167, KCTC 23306",1,"Aquabacterium limnoticum",0.8-1
11866,Sa14,"DSM 21857, CCUG 57044",1,"Aquamicrobium aerolatum",0.4
133963,G210,"KACC 14931, JCM 16876",1,"Aquamicrobium aestuarii",0.6
140473,THG-SQE6,"CCTCC AB 2016081, KACC 18846, JCM 30429",1,"Aquaspirillum soli",0.9-1.1
140816,Ar-125,"CGMCC 1.15295, JCM 30876, NRIC 0975",1,"Aquaticitalea lipolytica",0.2-0.3
166239,BH258,"KACC 18680, NBRC 111875",1,"Aquibacillus sediminis",0.7-1.2
166539,Z0201,"KCTC 62450, MCCC 1H00328",1,"Aquiflexum aquatile",0.2-0.4
17714,BA160,"DSM 16537, CIP 108445, LMG 22565",1,"Aquiflexum balticum",0.45
24733,CH22-21,"DSM 27986, JCM 17787, KCTC 19849, KCTC 19848",1,"Aquihabitans daechungensis",0.4
5596,ZC1,"DSM 21889, CCTCC AB 2010229, NBRC 107695",1,"Aquimarina agarilytica",0.5-0.6
140504,RZW4-3-2,"JCM 30824, MCCC 1K00698",1,"Aquimarina aggregata",0.3-0.5
158636,"9Alg 151","KCTC 23622, KMM 6462",1,"Aquimarina algiphila",0.3-0.5
5592,SMK-19,"DSM 17196, KCTC 12390",1,"Aquimarina brevivitae",0.2-0.3
158803,NS08,"KCTC 52897, MCCC 1H00191",1,"Aquimarina celericrescens",0.2-0.3
133890,PSC32,"KCTC 23301, JCM 17453",1,"Aquimarina gracilis",0.25
140942,M124,"KCTC 42423, MCCC 1K00498",1,"Aquimarina hainanensis",0.5
133847,SW024,"CGMCC 1.11007, JCM 17859",1,"Aquimarina longa",0.3
133597,,"JCM 15542, NCIMB 14508, JAMB N27",1,"Aquimarina macrocephali",0.4-0.6
133725,PSC33,"KCTC 23302, JCM 17454",1,"Aquimarina mytili",0.35
140593,SS2-9,"KCTC 52274, MCCC 1H00142",1,"Aquimarina rubra",0.3-0.5
5595,A6,"DSM 22623, KCTC 22663",1,"Aquimarina spongiae",0.3
158701,122CH820-2,"KACC 19274, LMG 30078",1,"Aquimarina spongiicola",0.4-0.6
133335,CBA3207,"KACC 17666, JCM 19528",1,"Aquimarina versatilis",0.2-0.4
17443,,"DSM 16957, JCM 12896, MTCC 6713, GPTSA 20, CIP 108872",1,"Aquimonas voraii",0.35
166171,KYPY4,"BCRC 81010, KCTC 52441",1,"Aquincola rivuli",0.6-0.7
17956,L10,"DSM 18512, CIP 109243",1,"Aquincola tertiaricarbonis",0.8-1.1
6313,IV-75,"DSM 21674, JCM 19543, NBRC 109628, NCAIM B 02333, NCAIM B.02333",1,"Aquipuribacter hungaricus",0.9-1.1
164431,30S-ANTBAC,"JCM 32977, DSM 108553, LMG 31079",1,"Aquirufa antheringensis",0.6
166196,59G-WUEMPEL,"LMG 31081, DSM 108554",1,"Aquirufa nivalisilvae",0.5
1547,SH4s,"DSM 18090, CCM 7366, CECT 7149",1,"Aquisalibacillus elongatus",0.5
4301,,"DSM 18102, CCM 7368, CECT 7151, CGMCC 1.6291, CG 12",1,"Aquisalimonas asiatica",0.8
140856,D11M-2,"CGMCC 1.12921, KCTC 42673",1,"Aquisalinus flavus",0.5-0.7
166153,DS48-3,"KCTC 52068, CCTCC AB 2018061",1,"Aquisediminimonas profunda",0.3-0.5
166152,CH68-4,"KCTC 62205, CCTCC AB 2018062",1,"Aquisediminimonas sediminicola",0.4-0.5
10512,5YN1-3,"DSM 21330, KACC 12729",1,"Aquitalea denitrificans",0.7
133396,,"DSM 22792, JCM 30984, KCTC 22820, Gsoil 809",1,"Arachidicoccus ginsenosidivorans",0.4-1.0
204,P6775,"DSM 25104, CCM 7958, CCUG 61573, CIP 110339",1,"Arcanobacterium canis",0.5
22902,2698,"DSM 26142, CCM 8430, LMG 27073",1,"Arcanobacterium phocisimile",0.5
140307,647,"DSM 102162, LMG 29418",1,"Arcanobacterium wilhelmae",0.5
18099,,"DSM 18877, NBRC 100649, ARC Arc51, ARC 51",1,"Archaeoglobus infectus",0.75
18100,PM70-1,"DSM 19444, JCM 14716",1,"Archaeoglobus sulfaticallidus",0.4
3765,NO-502,"DSM 17092, CIP 107990, LMG 21963",1,"Arcicella aquatica",0.575
3766,TNR-18,"DSM 22214, BCRC 17969, LMG 25207",1,"Arcicella aurantiaca",0.5-0.6
133785,NSW-5,"KCTC 23307, BCRC 80260",1,"Arcicella rigui",0.6
23819,JC84,"DSM 24636, KCTC 15071, MTCC 10956, CECT 9783",1,"Arcobacter anaerophilus",0.2
2094,,"DSM 8739, ATCC 49616, CDC D2686, LMG 10828, WDCM 00065, CCUG 30485, NCTC 12481, RM 4018, JCM 31724, CECT 8221, CIP 103493",1,"Arcobacter butzleri",0.2-0.4
158655,F138-33,"CECT 8984, LMG 29148",1,"Malaciobacter canalis",0.2-0.4
2096,KH-2,"DSM 17680, CCUG 48482, LMG 21996, CIP 108697, CECT 7203",1,"Arcobacter cibarius",0.5
140702,MA5,"LMG 28652, JCM 31147",1,"Arcobacter lekithochrous",0.5-0.8
2097,LA31B,"CCUG 53805, DSM 18005, ATCC BAA 1022, CIP 108450",1,"Arcobacter halophilus",0.4-0.5
2100,CL-S1,"DSM 24769, CECT 7727, KCCM 90072, JCM 15502",1,"Arcobacter marinus",0.2
2098,F2075,"DSM 23625, CECT 7386, LMG 24559",1,"Arcobacter mytili",0.5
2095,"WCDM 00067","DSM 7302, ATCC 51132, CCUG 10374, LMG 6621, WRI 449/80, JCM 33358, CIP 103538, CIP 103588, NCTC 12713",1,"Arcobacter skirrowii",0.2-0.4
2099,"strain 16389","DSM 23385, CCUG 56902, LMG 24486",1,"Arcobacter thereius",0.5
2101,"64, 64/2-45d5/R-39974","DSM 25469, LMG 25534, CCUG 59229, CIP 110286",1,"Arcobacter trophiarum",0.4
140651,MN12-7,"KCTC 32015, CIP 110422",1,"Arcticibacter svalbardensis",1.75
23259,TF5-37.2-LB10,"DSM 23085, CIP 110085, MOLA 820",1,"Arcticibacter tournemirensis",0.5
133367,SM1504,"KCTC 42716, CCTCC AB 2015348",1,"Arcticibacterium luteifluviistationis",0.3-0.4
140943,SM1212,"MCCC 1K00234, KCTC 32514",1,"Arcticiflavibacter luteus",0.4-0.7
158564,R18H21,"GDMCC 1.1159, KCTC 52924",1,"Arenibacter antarcticus",0.6-1.1
158623,P308H10,"GDMCC 1.1230, KCTC 52983",1,"Arenibacter catalasegens",0.4-0.6
5484,,"DSM 19833, CCUG 48006, JCM 13507, KCTC 12113, KMM 3941, CIP 108496, NCIMB 14240",1,"Arenibacter certesii",0.55
5485,,"DSM 23522, KCTC 22013, LMG 22574, KMM 6032",1,"Arenibacter echinorum",0.45
133835,HP12,"KACC 16193, JCM 17788",1,"Arenibacter hampyeongensis",0.45
166366,JC631,"KCTC 72002, NBRC 114071",1,"Arenibacter lacus",0.3-0.5
133500,NH36A,"LMG 24842, CCTCC AB 208315, MCCC 1A04137",1,"Arenibacter nanhaiticus",0.61
5482,,"CCUG 48011, DSM 17539, CIP 108849, JCM 13509, KMM 3961, LMG 21972, NCIMB 14299",1,"Arenibacter palladensis",0.4-0.5
130841,,"DSM 100248, KCTC 12711, LMG 26983, KMM 6208",1,"Arenicella chitinivorans",0.55
17916,Sd2-39,"DSM 24032, KMM 3895, NRIC 0759, JCM 16153",1,"Arenicella xantha",0.55
132622,Ac_12_G8,"DSM 26556, LMG 29166",1,"Arenimicrobium luteum",0.7-1.0
